Apellido,Nombre,Equipo,Partidos_Jugados,Sets_Jugados,Puntos_Jugados,Break_Points,G-P,Error_Saque,Saque_Facil,Saque_Mediopunto,Saque_Negativo,Saque_Positivo,Saque_Punto,Error_Recepcion,Recepcion_Facil,Recepcion_Vendida,Recepcion_Negativa,Recepcion_Positiva,Recepcion_Perfecta,Eficacia_Recepcion_porcentaje,Recepciones_Perfectas_porcentaje,Error_Ataque,Ataque_Facil,Ataque_Bloqueado,Ataque_Negativo,Ataque_Positivo,Ataque_Punto,Eficacia_Ataques_punto,Error_Bloqueo,Bloqueo_Facil,Contacto_Red,Bloqueo_Negativo,Bloqueo_Positivo,Bloqueo_Punto,Temp,Efectividad_Saque_porcentaje,Efectividad_Bloqueo_porcentaje,Coef_Efec_Puntos,Coef_jugado,Temp_prox,Equipo_prox
Petit,Janice Elise Clare,Libby's_La_Laguna,5,14,30,10,19,2,0,4,19,12,1,0,0,9,27,6,26,0.47,0.38,6,0,3,28,16,23,0.3,1,0,0,0,0,6,24/25,0.02631578947368421,0.8571428571428571,6.0,0.0,25/26,
Pill,Liisbet,Barça,3,7,9,3,4,1,0,0,4,4,1,0,0,0,0,1,0,1.0,0.0,2,0,2,3,8,6,0.29,3,0,0,1,1,2,24/25,0.1,0.2857142857142857,3.0,0.0,25/26,
Piza,Margalida,Libby's_La_Laguna,11,36,0,0,-17,0,0,0,0,0,0,17,5,17,63,61,85,0.59,0.34,0,0,0,0,0,0,0.0,0,0,0,0,0,0,24/25,,0.0,0.0,0.0,25/26,
Plasencia Boquez,Javiera,Socuellamos,7,17,0,0,-1,0,1,2,17,6,0,0,0,0,0,0,0,0.0,0.0,1,1,0,2,1,0,0.0,5,2,0,0,3,0,24/25,0.0,0.0,0.0,0.0,25/26,
Plaza Matos,Sira,Andalucía,9,25,7,5,-3,8,1,3,26,8,1,0,0,0,1,0,0,0.0,0.0,2,1,0,3,1,4,0.36,4,3,0,0,4,2,24/25,0.02127659574468085,0.15384615384615385,0.7777777777777778,0.0,25/26,
Polo Martínez,Bianca,Andalucía,5,10,1,1,1,0,0,1,5,3,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,24/25,0.1,0.0,0.2,0.0,25/26,
Portero Losilla,Amelia,Socuellamos,11,47,158,76,76,8,9,3,106,35,6,10,17,3,43,73,73,0.67,0.33,26,14,38,174,70,137,0.3,8,11,0,1,5,15,24/25,0.03592814371257485,0.375,14.363636363636363,0.0,25/26,
Priante,Ariadna,Barça,2,4,1,1,-1,2,0,0,1,1,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,24/25,0.2,0.0,0.5,0.0,25/26,
Prol Bruña,Lucía,Andalucía,4,18,53,25,18,3,1,1,33,15,3,5,5,6,25,35,39,0.64,0.34,9,5,18,64,21,47,0.29,5,1,0,5,3,3,24/25,0.05357142857142857,0.17647058823529413,13.25,0.0,25/26,
Radakovic,Lana Kristina,Libby's_La_Laguna,11,36,80,36,47,12,2,7,52,44,9,2,0,0,1,0,1,0.25,0.25,6,0,13,29,18,40,0.38,10,1,0,0,3,31,24/25,0.07142857142857142,0.6888888888888889,7.2727272727272725,0.0,25/26,
Redondo Álvarez de Sotomayor,Cristina,Sayre,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,24/25,0.0,0.0,0.0,0.0,25/26,
Ribas Abrines,Aina,Madrid_Chamberi,9,24,2,2,-5,7,4,2,14,11,2,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,24/25,0.05,0.0,0.2222222222222222,0.0,25/26,
Ribeiro de Souza,Graziele,Madrid_Chamberi,11,42,94,39,32,18,10,3,68,27,5,10,15,13,69,51,102,0.59,0.39,13,3,21,119,36,72,0.27,15,2,0,0,7,17,24/25,0.03816793893129771,0.4146341463414634,8.545454545454545,0.0,25/26,
Ribot Sizaret,Margó,Avarca_de_Menorca,11,14,2,2,1,1,1,0,12,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,2,0.67,0,0,0,1,0,0,24/25,0.0,0.0,0.18181818181818182,0.0,25/26,
Robertsen,Jayde,Madrid_Chamberi,9,32,65,27,31,10,2,6,59,18,5,3,1,0,1,0,0,0.0,0.0,11,1,10,34,9,38,0.37,11,4,0,0,4,22,24/25,0.05,0.5365853658536586,7.222222222222222,0.0,25/26,
Rocha Marques de Azevedo,Julia,Gran_Canaria,2,3,3,0,-1,2,0,0,4,3,0,0,0,0,0,0,0,0.0,0.0,0,0,2,6,1,3,0.25,0,0,0,0,0,0,24/25,0.0,0.0,1.5,0.0,25/26,
Rodríguez Iglesias,Patricia,Avarca_de_Menorca,11,42,0,0,-11,0,0,0,0,0,0,11,2,5,47,67,105,0.73,0.44,0,0,0,0,0,0,0.0,0,0,0,0,0,0,24/25,,0.0,0.0,0.0,25/26,
Rodríguez Sanjurjo,María,Sayre,8,15,2,1,-3,3,0,0,14,1,0,0,0,0,0,0,0,0.0,0.0,2,0,0,1,1,1,0.2,0,0,0,0,0,1,24/25,0.0,1.0,0.25,0.0,25/26,
Rodríguez Villanueva,Elia,Barça,11,36,21,15,-1,14,4,8,43,24,7,0,0,0,2,0,0,0.0,0.0,2,0,6,15,6,7,0.19,8,3,0,6,9,7,24/25,0.07,0.21212121212121213,1.9090909090909092,0.0,25/26,
Ruano Martínez,Marta,Socuellamos,6,11,15,5,4,3,1,1,10,5,1,0,0,0,0,0,0,0.0,0.0,3,1,5,25,1,11,0.24,1,0,0,0,0,3,24/25,0.047619047619047616,0.75,2.5,0.0,25/26,
Ruiz García,Irene,Barça,10,31,55,24,24,14,4,7,38,18,8,1,0,1,5,2,3,0.42,0.25,12,7,4,29,11,34,0.35,19,4,0,1,4,13,24/25,0.0898876404494382,0.3170731707317073,5.5,0.0,25/26,
Saldanha Do Amaral,Ellen Grazielle,Madrid_Chamberi,10,37,123,53,50,11,18,2,84,23,3,10,18,15,60,43,83,0.55,0.36,23,12,29,111,43,108,0.33,12,6,0,0,8,12,24/25,0.02127659574468085,0.3157894736842105,12.3,0.0,25/26,
Sánchez Oliver,Elsie,Barça,1,2,0,0,-5,1,0,0,1,0,0,2,2,1,0,0,1,0.17,0.17,1,0,1,5,0,0,0.0,2,0,0,0,0,0,24/25,0.0,0.0,0.0,0.0,25/26,
Sandra Braun,Viviane,Sant_Cugat,11,38,94,30,25,15,11,6,70,26,7,6,23,9,35,37,81,0.62,0.42,27,21,21,107,28,80,0.28,21,14,0,1,14,7,24/25,0.05185185185185185,0.12280701754385964,8.545454545454545,0.0,25/26,
Sansó Elle,Louise,Andalucía,11,46,129,49,93,11,3,5,100,36,4,1,0,1,1,0,2,0.4,0.4,12,0,12,32,34,91,0.5,11,4,0,9,8,34,24/25,0.025157232704402517,0.5151515151515151,11.727272727272727,0.0,25/26,
Saucedo,Marina,Avarca_de_Menorca,11,27,2,2,-2,2,0,4,25,4,2,2,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0.0,0,1,0,0,1,0,24/25,0.05405405405405406,0.0,0.18181818181818182,0.0,25/26,
Segovia Elles,Dayana Patricia,Heidelberg,11,41,188,72,124,11,7,8,81,45,5,1,0,1,1,1,0,0.25,0.0,30,7,22,81,94,163,0.41,10,6,0,1,4,20,24/25,0.03184713375796178,0.4878048780487805,17.09090909090909,0.0,25/26,
Settembrino Casanova,Valentina,Sayre,7,19,31,13,7,5,0,1,19,12,4,0,0,0,0,0,0,0.0,0.0,12,0,7,29,15,25,0.28,2,0,0,1,0,2,24/25,0.0975609756097561,0.4,4.428571428571429,0.0,25/26,
Silva,Andrea,Barça,4,9,2,0,0,2,0,0,6,1,0,0,0,0,1,0,0,0.0,0.0,0,0,0,2,1,1,0.25,1,0,0,0,0,1,24/25,0.0,0.5,0.5,0.0,25/26,
Soto Nuñez,Yeisi Paola,Libby's_La_Laguna,11,36,130,60,92,18,1,4,44,29,12,0,0,0,1,1,0,0.5,0.0,11,1,9,27,23,87,0.55,13,1,0,0,6,31,24/25,0.1111111111111111,0.6078431372549019,11.818181818181818,0.0,25/26,
Suarez Delgado,Paula,Sayre,3,5,0,0,-2,1,0,0,0,0,0,1,0,0,10,0,2,0.15,0.15,0,0,0,0,0,0,0.0,0,0,0,0,0,0,24/25,0.0,0.0,0.0,0.0,25/26,
Suárez Hernández,Laura Beatriz,Gran_Canaria,11,41,125,57,91,12,3,4,71,37,6,1,0,1,3,1,2,0.38,0.25,12,2,9,15,21,94,0.61,15,4,0,0,5,25,24/25,0.045112781954887216,0.5102040816326531,11.363636363636363,0.0,25/26,
Suarez Llopis,Aura,Gran_Canaria,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,1.0,0,0,0,0,0,0,24/25,,0.0,1.0,0.0,25/26,
Sulser,Samira,Gran_Canaria,8,22,42,11,20,15,1,8,33,28,6,0,0,0,0,0,0,0.0,0.0,4,0,3,13,14,30,0.47,4,0,0,0,2,6,24/25,0.06593406593406594,0.5,5.25,0.0,25/26,
Tummino,Sofía,Heidelberg,11,22,4,4,-1,3,5,2,27,6,1,0,2,0,1,1,7,0.73,0.64,0,0,2,1,2,3,0.38,0,0,0,0,0,0,24/25,0.022727272727272728,0.0,0.36363636363636365,0.0,25/26,
Vela Jiménez,Mª Celeste,Sayre,11,42,34,20,20,9,0,7,100,36,8,3,0,0,0,0,0,0.0,0.0,0,0,2,19,9,15,0.33,6,0,0,9,2,11,24/25,0.05,0.39285714285714285,3.090909090909091,0.0,25/26,
Victory Gomáriz,Inés,Sant_Cugat,8,19,9,4,1,5,1,1,17,8,1,0,0,0,0,0,0,0.0,0.0,1,1,2,5,0,6,0.4,6,3,0,0,2,2,24/25,0.030303030303030304,0.15384615384615385,1.125,0.0,25/26,
Villa Navarro,Ines,Libby's_La_Laguna,10,22,24,9,11,3,1,1,17,12,1,0,0,2,4,5,1,0.5,0.08,5,0,5,17,10,20,0.35,1,0,0,0,0,3,24/25,0.02857142857142857,0.75,2.4,0.0,25/26,
Vilvert,Adriani,Heidelberg,11,41,139,51,108,7,9,6,85,41,6,1,0,0,3,0,1,0.2,0.2,13,4,10,23,30,109,0.58,9,6,1,1,10,24,24/25,0.03896103896103896,0.48,12.636363636363637,0.0,25/26,
Vivas Rquena,Mariangel Victoria,Haro_Rioja,11,36,143,54,70,15,1,4,81,11,4,19,5,3,75,59,57,0.53,0.26,28,0,11,101,122,129,0.33,19,0,0,6,2,10,24/25,0.034482758620689655,0.2702702702702703,13.0,0.0,25/26,
Westergaard,Maira,Emeve,11,39,138,49,60,17,3,10,66,33,7,13,6,12,74,81,92,0.62,0.33,30,4,18,131,59,123,0.34,14,0,0,1,2,8,24/25,0.051470588235294115,0.32,12.545454545454545,0.0,25/26,
Akamere Ogochukwu,Jessica,Emeve,15,24,33,12,8,19,0,2,2,18,5,0,0,0,0,0,0,0.0,0.0,5,1,1,14,6,20,0.43,3,2,0,0,2,8,23/24,0.10869565217391304,0.5333333333333333,2.2,0.2962962962962963,24/25,Emeve
Alonso,Candela,Alcobendas,1,3,16,5,6,4,1,0,3,0,0,1,0,0,0,0,0,0.0,0.0,5,0,0,12,3,13,0.39,1,1,0,0,0,3,23/24,0.0,0.6,16.0,0.0375,24/25,
Alvarez del Burgo,María Alejandra,Gran_Canaria,29,112,93,53,42,38,12,19,157,207,35,1,0,0,2,0,0,0.0,0.0,11,3,1,14,28,44,0.44,12,5,0,2,5,14,23/24,0.07478632478632478,0.3684210526315789,3.206896551724138,1.3493975903614457,24/25,Gran_Canaria
Álvarez Serrano,Iris,Socuellamos,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0,3,0,1,0.2,0,0,0,0,0,0,23/24,0.0,0.0,0.3333333333333333,0.03529411764705882,24/25,
Amaral Antunes,Marcella,Avarca_de_Menorca,29,109,368,150,257,23,10,16,182,121,17,11,11,18,49,43,90,0.6,0.41,31,3,46,142,105,283,0.46,34,4,0,7,9,68,23/24,0.04607046070460705,0.5573770491803278,12.689655172413794,1.3132530120481927,24/25,Avarca_de_Menorca
Araco Serrano,Silvia,Sayre,22,72,42,21,6,30,9,4,70,58,9,0,0,0,0,1,0,1.0,0.0,6,0,0,16,13,17,0.33,3,2,1,6,5,16,23/24,0.05,0.5,1.9090909090909092,0.9230769230769231,24/25,Socuellamos
Aranda,Patricia,Emeve,22,80,63,24,42,12,6,15,123,95,3,2,0,1,2,0,1,0.17,0.17,6,1,1,26,31,51,0.44,10,2,0,1,12,9,23/24,0.011811023622047244,0.2647058823529412,2.8636363636363638,0.9876543209876543,24/25,Heidelberg
Arcos Pineda,Blanca,Dos_Hermanas,6,11,0,0,0,0,1,1,5,2,0,0,0,0,0,2,1,1.0,0.33,0,0,0,0,0,0,0.0,0,0,0,0,0,0,23/24,0.0,0.0,0.0,0.12790697674418605,24/25,
Arocha Ruiz,Andrea,Gran_Canaria,28,103,0,0,-43,0,0,0,0,0,0,42,13,32,129,144,310,0.68,0.46,1,0,0,1,1,0,0.0,0,0,0,0,0,0,23/24,,0.0,0.0,1.2409638554216869,24/25,Gran_Canaria
Arredondo,Lisbet,Libby's_La_Laguna,27,92,284,108,131,27,11,16,177,106,11,39,24,33,146,150,190,0.58,0.33,56,6,31,269,122,236,0.33,17,3,0,3,5,37,23/24,0.031609195402298854,0.5692307692307692,10.518518518518519,1.1948051948051948,24/25,Libby's_La_Laguna
Banguero Isajar,Wanda,Haro_Rioja,20,71,243,111,134,8,5,3,91,96,6,25,9,13,165,117,179,0.58,0.35,37,0,39,160,157,207,0.35,28,2,0,24,8,30,23/24,0.028708133971291867,0.32608695652173914,12.15,0.8765432098765432,24/25,Sayre
Barceló Puchulutegui,Clara,Heidelberg,9,17,0,0,-2,0,0,0,0,0,0,2,0,0,2,1,6,0.64,0.55,0,0,0,0,0,0,0.0,0,0,0,0,0,0,23/24,,0.0,0.0,0.19101123595505617,24/25,
Barón Barceló,Isabel,Dos_Hermanas,27,106,0,0,-35,0,0,0,0,0,0,35,21,13,120,130,173,0.62,0.35,0,0,0,0,0,0,0.0,0,0,0,0,0,0,23/24,,0.0,0.0,1.2325581395348837,24/25,Andalucía
Barrasa García,María,Socuellamos,6,19,7,5,-5,10,0,2,22,23,3,0,0,0,0,0,0,0.0,0.0,2,0,0,3,2,3,0.3,1,0,0,0,0,1,23/24,0.05,0.5,1.1666666666666667,0.2235294117647059,24/25,Gran_Canaria
Bashorun,Adetutu Sherilyn Adedayo Oghal,Socuellamos,8,33,65,27,36,13,6,1,41,72,5,2,0,0,1,0,1,0.25,0.25,6,1,8,51,13,41,0.34,11,2,0,6,1,19,23/24,0.036231884057971016,0.48717948717948717,8.125,0.38823529411764707,24/25,
Beltramino,Agostina Sol,Alcobendas,20,71,214,83,49,25,33,13,87,45,12,43,109,47,123,123,117,0.43,0.21,53,16,44,176,76,184,0.34,23,11,0,0,9,18,23/24,0.05581395348837209,0.29508196721311475,10.7,0.8875,24/25,
Benedito,Renata,Socuellamos,24,94,234,87,148,21,16,3,119,156,16,4,5,2,17,36,18,0.66,0.22,24,6,37,146,65,167,0.38,21,10,1,9,21,51,23/24,0.04833836858006042,0.45535714285714285,9.75,1.1058823529411765,24/25,Socuellamos
Bengoechea Schmorantz,Djuly,Haro_Rioja,17,35,53,21,3,10,5,1,20,24,4,13,7,6,20,29,41,0.6,0.35,9,2,18,35,30,43,0.31,4,1,0,4,2,6,23/24,0.0625,0.35294117647058826,3.1176470588235294,0.43209876543209874,24/25,
Berbel Ventura,Aina,Sant_Cugat,24,95,276,110,171,39,21,17,98,102,18,3,1,0,2,1,3,0.4,0.3,28,20,35,122,56,187,0.42,65,37,0,7,45,71,23/24,0.061016949152542375,0.31555555555555553,11.5,1.0919540229885059,24/25,Sant_Cugat
Bernardino Hernández,Candela,Heidelberg,20,61,92,36,12,22,1,9,38,43,12,0,1,0,3,3,5,0.67,0.42,32,0,26,20,65,72,0.33,10,0,0,3,3,8,23/24,0.096,0.3333333333333333,4.6,0.6853932584269663,24/25,Heidelberg
Bouza,María,Haro_Rioja,19,40,34,15,-6,10,0,4,9,6,1,4,0,1,15,9,20,0.59,0.41,16,0,10,27,34,29,0.25,3,0,0,6,1,4,23/24,0.03333333333333333,0.2857142857142857,1.7894736842105263,0.49382716049382713,24/25,
Bravo Culebras,Denia,Libby's_La_Laguna,25,64,102,49,36,14,2,7,57,58,10,17,3,13,89,88,105,0.61,0.33,22,1,13,130,49,79,0.27,1,2,0,1,5,13,23/24,0.06756756756756757,0.5909090909090909,4.08,0.8311688311688312,24/25,Socuellamos
Brun Forcadell,María,Sant_Cugat,24,91,313,124,142,17,19,17,127,104,18,50,65,28,201,136,230,0.52,0.32,60,26,44,338,94,270,0.32,26,10,0,0,14,25,23/24,0.059602649006622516,0.3333333333333333,13.041666666666666,1.0459770114942528,24/25,
Burgo Durán,Ainara,Emeve,19,40,2,1,-3,4,3,2,8,10,1,0,0,0,0,0,0,0.0,0.0,1,0,0,0,2,1,0.25,1,0,0,0,1,0,23/24,0.03571428571428571,0.0,0.10526315789473684,0.49382716049382713,24/25,Emeve
Burk,Crystal Faith,Dos_Hermanas,25,87,230,93,66,15,13,13,107,112,10,38,34,47,175,152,188,0.54,0.3,57,22,54,206,109,206,0.31,10,1,2,1,9,14,23/24,0.037037037037037035,0.4,9.2,1.0116279069767442,24/25,
Camino Fernández,Carolina,Emeve,15,44,122,53,57,10,6,7,59,47,6,14,9,21,58,63,65,0.56,0.28,22,7,19,94,57,101,0.34,9,2,1,0,9,15,23/24,0.044444444444444446,0.42857142857142855,8.133333333333333,0.5432098765432098,24/25,
Cano Martín,Marta,Sant_Cugat,19,47,47,21,7,7,11,5,36,24,4,8,21,8,24,29,30,0.49,0.25,14,8,11,28,7,38,0.36,3,1,0,0,4,5,23/24,0.04597701149425287,0.38461538461538464,2.473684210526316,0.5402298850574713,24/25,Sant_Cugat
Carpintero Gómez,Paula,Haro_Rioja,22,77,183,66,62,18,2,5,133,125,9,28,8,6,134,109,173,0.62,0.38,41,2,34,114,180,160,0.3,35,2,0,21,12,14,23/24,0.030821917808219176,0.16666666666666666,8.318181818181818,0.9506172839506173,24/25,Haro_Rioja
Carro Márquez de Acuña,María Belén,Emeve,4,5,0,0,-2,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,23/24,0.0,0.0,0.0,0.06172839506172839,24/25,
Castellano Engo,Lucrecia,Gran_Canaria,22,69,130,75,83,20,5,10,90,146,12,1,0,2,1,1,3,0.5,0.38,19,0,7,16,39,59,0.42,12,5,1,0,6,59,23/24,0.04240282685512368,0.7195121951219512,5.909090909090909,0.8313253012048193,24/25,Gran_Canaria
Cela González,Uxia,Emeve,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,23/24,,0.0,0.0,0.024691358024691357,24/25,
Cengotitabengoa,Ane,Socuellamos,25,98,447,147,240,29,24,11,137,178,15,1,0,0,1,3,2,0.71,0.29,89,15,88,330,139,410,0.38,13,7,1,2,11,22,23/24,0.03807106598984772,0.4,17.88,1.1529411764705881,24/25,Socuellamos
Cervini,Julieta,Sayre,4,10,20,7,14,2,0,1,12,14,0,0,0,0,0,0,0,0.0,0.0,3,0,1,7,5,18,0.53,0,0,0,0,0,2,23/24,0.0,1.0,5.0,0.1282051282051282,24/25,
Cicic,Marija,Heidelberg,14,60,69,37,30,31,1,7,70,86,14,1,0,1,0,0,0,0.0,0.0,4,1,3,10,27,32,0.42,6,0,0,3,4,23,23/24,0.06698564593301436,0.6388888888888888,4.928571428571429,0.6741573033707865,24/25,
Clavel Bravo,Berta,Sant_Cugat,9,22,1,1,0,1,2,3,16,9,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,23/24,0.03125,0.0,0.1111111111111111,0.25287356321839083,24/25,Sant_Cugat
Collar Nguema,Milagros,Gran_Canaria,9,26,76,33,25,19,4,5,20,29,12,1,0,0,0,0,0,0.0,0.0,14,1,17,21,43,64,0.4,1,0,0,0,0,0,23/24,0.1348314606741573,0.0,8.444444444444445,0.3132530120481928,24/25,
Corbalan,María de la Paz,Emeve,10,35,91,33,46,9,1,7,40,54,4,1,0,0,0,0,0,0.0,0.0,20,2,15,80,48,79,0.32,10,0,0,1,1,8,23/24,0.034782608695652174,0.4,9.1,0.43209876543209874,24/25,
Costa,Linda Jessica,Libby's_La_Laguna,26,92,247,100,180,16,16,15,127,111,14,2,0,3,3,3,4,0.47,0.27,23,7,26,86,44,170,0.48,29,11,0,4,23,63,23/24,0.046822742474916385,0.4846153846153846,9.5,1.1948051948051948,24/25,
Davenport,Alexandra June,Avarca_de_Menorca,28,104,367,157,164,49,6,22,135,128,30,50,12,62,180,154,212,0.55,0.32,50,4,54,235,168,306,0.37,20,5,0,4,8,31,23/24,0.08108108108108109,0.45588235294117646,13.107142857142858,1.2530120481927711,24/25,
De Blas Gálvez,Irene,Dos_Hermanas,20,49,52,23,12,6,1,5,38,62,3,0,0,0,0,0,0,0.0,0.0,18,0,16,74,37,41,0.22,4,0,0,2,0,8,23/24,0.02608695652173913,0.5714285714285714,2.6,0.5697674418604651,24/25,Andalucía
De Blas Jimeno,Alicia,Avarca_de_Menorca,22,56,118,60,71,20,4,9,64,59,14,2,1,0,2,2,4,0.55,0.36,10,1,15,52,27,82,0.44,15,0,0,1,3,22,23/24,0.08235294117647059,0.5365853658536586,5.363636363636363,0.6746987951807228,24/25,
De Oliveira Silva,Vanessa Thais,Sayre,11,30,43,18,23,8,0,1,22,28,1,0,0,0,2,2,1,0.6,0.2,5,0,7,23,20,29,0.35,3,0,0,0,2,13,23/24,0.016666666666666666,0.7222222222222222,3.909090909090909,0.38461538461538464,24/25,
De Torres Ontiveros,Laura,Alcobendas,22,67,106,54,63,17,19,13,68,41,10,1,1,2,4,2,3,0.38,0.23,12,4,13,39,25,63,0.4,30,11,0,0,8,33,23/24,0.05952380952380952,0.4024390243902439,4.818181818181818,0.8375,24/25,
Delagrammatikas Laredo,Leticia,Dos_Hermanas,24,69,58,31,24,18,8,3,37,61,8,0,0,0,0,1,2,1.0,0.67,5,2,11,38,13,36,0.34,3,3,0,0,8,14,23/24,0.05925925925925926,0.5,2.4166666666666665,0.8023255813953488,24/25,Andalucía
Delgado Van Dongen,Daysa,Libby's_La_Laguna,12,25,30,13,17,7,0,2,19,20,2,0,0,0,0,1,0,1.0,0.0,3,0,3,16,9,15,0.33,6,0,0,4,0,13,23/24,0.04,0.5652173913043478,2.5,0.3246753246753247,24/25,Libby's_La_Laguna
Dias Godoi,Caroline,Gran_Canaria,19,64,143,67,95,22,3,3,67,72,11,1,2,0,2,0,2,0.29,0.29,14,0,11,17,41,91,0.52,7,7,0,11,6,41,23/24,0.06179775280898876,0.5694444444444444,7.526315789473684,0.7710843373493976,24/25,
Diaz Lozano,Raquel,Alcobendas,22,80,0,0,-27,0,0,0,0,0,0,27,58,18,88,104,133,0.55,0.31,0,0,0,0,0,0,0.0,0,0,0,0,0,0,23/24,,0.0,0.0,1.0,24/25,
Diouf,Mame,Emeve,22,80,204,77,135,24,5,6,80,84,7,1,1,2,0,1,1,0.33,0.17,30,3,14,88,42,145,0.45,38,14,3,9,9,52,23/24,0.03398058252427184,0.4262295081967213,9.272727272727273,0.9876543209876543,24/25,
Durán Sabater,Jana,Sant_Cugat,1,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,23/24,0.0,0.0,0.0,0.011494252873563218,24/25,
Echávarri Llobera,Carlota,Alcobendas,17,45,40,21,0,6,12,5,36,22,4,13,24,10,33,31,32,0.44,0.22,10,4,11,36,6,33,0.33,8,0,0,1,0,3,23/24,0.047058823529411764,0.25,2.3529411764705883,0.5625,24/25,
Etxebarria,Aida,Haro_Rioja,22,81,0,0,-17,0,0,0,0,0,0,17,4,5,122,125,184,0.68,0.4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,23/24,,0.0,0.0,1.0,24/25,Haro_Rioja
Exojo,María,Socuellamos,4,5,0,0,-1,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,23/24,0.0,0.0,0.0,0.058823529411764705,24/25,
Fernández Gayoso,Jimena,Avarca_de_Menorca,29,108,479,185,223,70,4,42,115,123,34,1,0,0,0,0,0,0.0,0.0,113,3,72,275,182,413,0.39,23,4,0,7,5,32,23/24,0.08762886597938144,0.4507042253521127,16.517241379310345,1.3012048192771084,24/25,Avarca_de_Menorca
Ferreira Nunes,Thaynara,Sayre,18,49,149,55,83,8,0,5,71,70,7,13,9,18,67,60,88,0.58,0.35,27,2,18,110,71,124,0.35,6,2,0,0,2,18,23/24,0.043478260869565216,0.6428571428571429,8.277777777777779,0.6282051282051282,24/25,
Figueira González,Lidia,Emeve,22,81,1,1,-28,0,0,0,1,0,1,29,12,25,84,144,229,0.71,0.44,0,0,0,0,0,0,0.0,0,0,0,0,0,0,23/24,0.5,0.0,0.045454545454545456,1.0,24/25,Madrid_Chamberi
Figueroa Arroyo,María,Alcobendas,18,43,7,2,0,4,4,0,18,14,0,1,1,0,0,0,0,0.0,0.0,2,0,0,2,2,5,0.45,8,3,0,1,1,2,23/24,0.0,0.13333333333333333,0.3888888888888889,0.5375,24/25,Madrid_Chamberi
Finckel Rodríguez,Olivia Marie,Santa_Cruz_Cuesta_Piedra,7,18,25,10,3,5,2,1,14,11,1,0,0,0,0,0,0,0.0,0.0,4,3,13,32,43,16,0.14,5,0,0,2,6,8,23/24,0.029411764705882353,0.38095238095238093,3.5714285714285716,0.225,24/25,
Folgueira Fernandez,Sara,Haro_Rioja,22,78,348,136,206,22,2,7,91,131,14,1,0,0,0,1,1,0.67,0.33,58,2,61,180,232,303,0.36,36,0,0,27,10,31,23/24,0.052434456928838954,0.2980769230769231,15.818181818181818,0.9629629629629629,24/25,Haro_Rioja
Fortuna,Antonela Guadalupe,Avarca_de_Menorca,22,83,200,72,41,34,5,12,123,113,11,26,7,20,94,108,277,0.72,0.52,63,3,36,164,134,180,0.31,6,0,0,8,3,9,23/24,0.03691275167785235,0.34615384615384615,9.090909090909092,1.0,24/25,Avarca_de_Menorca
Frías Pomiano,Maguilaura Dessire,Dos_Hermanas,26,103,410,181,200,33,16,30,132,152,29,30,12,25,113,171,205,0.68,0.37,82,22,65,295,186,349,0.35,12,9,2,2,7,32,23/24,0.07397959183673469,0.5161290322580645,15.76923076923077,1.197674418604651,24/25,Andalucía
Galiano,Valentina,Haro_Rioja,22,81,39,22,3,25,4,7,118,152,15,1,0,0,2,4,0,0.57,0.0,9,0,1,22,19,21,0.29,43,0,1,29,12,3,23/24,0.04672897196261682,0.034482758620689655,1.7727272727272727,1.0,24/25,Haro_Rioja
García Ceballos,Paula,Libby's_La_Laguna,24,62,1,1,-16,17,4,6,22,16,1,0,0,1,0,0,0,0.0,0.0,0,0,0,4,1,0,0.0,1,0,0,1,1,0,23/24,0.015151515151515152,0.0,0.041666666666666664,0.8051948051948052,24/25,Haro_Rioja
García Conrado,Carlota,Heidelberg,21,80,138,64,82,23,1,8,112,57,10,0,1,1,0,0,1,0.33,0.33,16,2,17,36,71,85,0.37,25,3,0,5,17,43,23/24,0.04739336492890995,0.46236559139784944,6.571428571428571,0.898876404494382,24/25,
